date,BCI海岬型貨運指數,BDI乾散貨指數
2009-03-06,,2225.0000
2009-03-13,,2122.0000
2009-03-16,2365.0000,2058.0000
2009-03-17,2251.0000,1974.0000
2009-03-18,2157.0000,1861.0000
2009-03-19,2154.0000,1795.0000
2009-03-20,2197.0000,1782.0000
2009-03-23,2215.0000,1773.0000
2009-03-24,2195.0000,1758.0000
2009-03-25,2169.0000,1740.0000
2009-03-26,2134.0000,1714.0000
2009-03-27,2092.0000,1678.0000
2009-03-30,2078.0000,1646.0000
2009-03-31,2066.0000,1615.0000
2009-04-01,2039.0000,1574.0000
2009-04-02,2001.0000,1538.0000
2009-04-03,1962.0000,1506.0000
2009-04-06,1961.0000,1486.0000
2009-04-07,1972.0000,1466.0000
2009-04-08,1993.0000,1463.0000
2009-04-09,2024.0000,1478.0000
2009-04-10,,1478.0000
2009-04-14,2033.0000,1492.0000
2009-04-15,2077.0000,1534.0000
2009-04-16,2140.0000,1604.0000
2009-04-17,2209.0000,1682.0000
2009-04-20,2285.0000,1737.0000
2009-04-21,2393.0000,1797.0000
2009-04-22,2501.0000,1869.0000
2009-04-23,2539.0000,1897.0000
2009-04-24,2494.0000,1873.0000
2009-04-27,2443.0000,1839.0000
2009-04-28,2364.0000,1790.0000
2009-04-29,2342.0000,1772.0000
2009-04-30,2348.0000,1786.0000
2009-05-01,2376.0000,1806.0000
2009-05-05,2528.0000,1897.0000
2009-05-06,2868.0000,2065.0000
2009-05-07,3046.0000,2194.0000
2009-05-08,2963.0000,2214.0000
2009-05-11,2913.0000,2215.0000
2009-05-12,2988.0000,2253.0000
2009-05-13,3129.0000,2332.0000
2009-05-14,3282.0000,2432.0000
2009-05-15,3481.0000,2544.0000
2009-05-18,3600.0000,2605.0000
2009-05-19,3661.0000,2644.0000
2009-05-20,3767.0000,2665.0000
2009-05-21,3991.0000,2707.0000
2009-05-22,4343.0000,2786.0000
2009-05-26,4797.0000,2942.0000
2009-05-27,5308.0000,3164.0000
2009-05-28,5602.0000,3298.0000
2009-05-29,6125.0000,3494.0000
2009-06-01,6549.0000,3681.0000
2009-06-02,7724.0000,4106.0000
2009-06-03,8147.0000,4291.0000
2009-06-04,7561.0000,4093.0000
2009-06-05,6812.0000,3809.0000
2009-06-08,6523.0000,3646.0000
2009-06-09,6382.0000,3518.0000
2009-06-10,6354.0000,3452.0000
2009-06-11,6465.0000,3483.0000
2009-06-12,6715.0000,3583.0000
2009-06-15,7227.0000,3763.0000
2009-06-16,7648.0000,3951.0000
2009-06-17,7825.0000,4026.0000
2009-06-18,7980.0000,4073.0000
2009-06-19,7996.0000,4070.0000
2009-06-22,7909.0000,4029.0000
2009-06-23,7441.0000,3874.0000
2009-06-24,7115.0000,3751.0000
2009-06-25,7034.0000,3703.0000
2009-06-26,7106.0000,3703.0000
2009-06-29,7216.0000,3734.0000
2009-06-30,7241.0000,3757.0000
2009-07-01,7122.0000,3742.0000
2009-07-02,6848.0000,3672.0000
2009-07-03,6438.0000,3520.0000
2009-07-06,6104.0000,3375.0000
2009-07-07,5667.0000,3216.0000
2009-07-08,5336.0000,3107.0000
2009-07-09,5037.0000,3018.0000
2009-07-10,4844.0000,2985.0000
2009-07-13,4788.0000,2975.0000
2009-07-14,5034.0000,3097.0000
2009-07-15,5549.0000,3324.0000
2009-07-16,5916.0000,3501.0000
2009-07-17,5957.0000,3542.0000
2009-07-20,5824.0000,3511.0000
2009-07-21,5602.0000,3455.0000
2009-07-22,5419.0000,3407.0000
2009-07-23,5218.0000,3355.0000
2009-07-24,5170.0000,3345.0000
2009-07-27,5339.0000,3407.0000
2009-07-28,5564.0000,3475.0000
2009-07-29,5704.0000,3499.0000
2009-07-30,5585.0000,3445.0000
2009-07-31,5385.0000,3350.0000
2009-08-03,5187.0000,3251.0000
2009-08-04,5023.0000,3159.0000
2009-08-05,4848.0000,3051.0000
2009-08-06,4631.0000,2907.0000
2009-08-07,4444.0000,2772.0000
2009-08-10,4351.0000,2689.0000
2009-08-11,4292.0000,2623.0000
2009-08-12,4333.0000,2612.0000
2009-08-13,4553.0000,2685.0000
2009-08-14,4708.0000,2752.0000
2009-08-17,4747.0000,2774.0000
2009-08-18,4544.0000,2704.0000
2009-08-19,4342.0000,2614.0000
2009-08-20,4162.0000,2534.0000
2009-08-21,4030.0000,2468.0000
2009-08-24,3965.0000,2437.0000
2009-08-25,3869.0000,2388.0000
2009-08-26,4026.0000,2427.0000
2009-08-27,4002.0000,2425.0000
2009-08-28,3946.0000,2421.0000
2009-09-01,3894.0000,2423.0000
2009-09-02,3820.0000,2413.0000
2009-09-03,3747.0000,2414.0000
2009-09-04,3651.0000,2415.0000
2009-09-07,3595.0000,2429.0000
2009-09-08,3598.0000,2462.0000
2009-09-09,3607.0000,2491.0000
2009-09-11,3539.0000,2468.0000
2009-09-14,3494.0000,2450.0000
2009-09-15,3415.0000,2431.0000
2009-09-16,3296.0000,2415.0000
2009-09-17,3165.0000,2390.0000
2009-09-18,3008.0000,2356.0000
2009-09-21,2892.0000,2318.0000
2009-09-22,2684.0000,2246.0000
2009-09-23,2545.0000,2175.0000
2009-09-24,2566.0000,2163.0000
2009-09-25,2677.0000,2183.0000
2009-09-28,2729.0000,2192.0000
2009-09-29,2748.0000,2185.0000
2009-09-30,2846.0000,2220.0000
2009-10-01,3060.0000,2284.0000
2009-10-02,3282.0000,2357.0000
2009-10-05,3300.0000,2362.0000
2009-10-06,3528.0000,2441.0000
2009-10-07,3773.0000,2546.0000
2009-10-08,3990.0000,2647.0000
2009-10-09,4107.0000,2695.0000
2009-10-12,4075.0000,2696.0000
2009-10-13,3909.0000,2646.0000
2009-10-14,3762.0000,2597.0000
2009-10-15,3979.0000,2688.0000
2009-10-16,4061.0000,2728.0000
2009-10-19,4163.0000,2766.0000
2009-10-20,4346.0000,2832.0000
2009-10-21,4577.0000,2917.0000
2009-10-22,4774.0000,3001.0000
2009-10-23,4842.0000,3043.0000
2009-10-26,4827.0000,3044.0000
2009-10-27,4733.0000,3013.0000
2009-10-28,4665.0000,2986.0000
2009-10-29,4776.0000,3013.0000
2009-10-30,5047.0000,3103.0000
2009-11-02,5256.0000,3185.0000
2009-11-03,5394.0000,3247.0000
2009-11-04,5440.0000,3295.0000
2009-11-05,5481.0000,3335.0000
2009-11-06,5583.0000,3393.0000
2009-11-09,5764.0000,3480.0000
2009-11-10,6113.0000,3615.0000
2009-11-11,6392.0000,3748.0000
2009-11-12,6848.0000,3954.0000
2009-11-13,7183.0000,4111.0000
2009-11-16,7326.0000,4220.0000
2009-11-17,7683.0000,4381.0000
2009-11-18,8243.0000,4643.0000
2009-11-19,8056.0000,4661.0000
2009-11-20,7542.0000,4507.0000
2009-11-23,7343.0000,4423.0000
2009-11-24,7157.0000,4340.0000
2009-11-25,6928.0000,4234.0000
2009-11-26,6699.0000,4119.0000
2009-11-27,6353.0000,3974.0000
2009-11-30,6189.0000,3887.0000
2009-12-01,6127.0000,3836.0000
2009-12-02,6352.0000,3918.0000
2009-12-03,6640.0000,4062.0000
2009-12-04,6655.0000,4107.0000
2009-12-07,6370.0000,4036.0000
2009-12-08,5948.0000,3902.0000
2009-12-09,5679.0000,3791.0000
2009-12-10,5387.0000,3671.0000
2009-12-11,5193.0000,3579.0000
2009-12-14,5132.0000,3530.0000
2009-12-15,5154.0000,3518.0000
2009-12-16,5123.0000,3474.0000
2009-12-17,4875.0000,3376.0000
2009-12-18,4566.0000,3258.0000
2009-12-21,4284.0000,3154.0000
2009-12-22,4041.0000,3063.0000
2009-12-23,3917.0000,3023.0000
2009-12-24,3887.0000,3005.0000
2009-12-25,,3005.0000
2010-01-01,,3005.0000
2010-01-04,4197.0000,3140.0000
2010-01-05,4431.0000,3270.0000
2010-01-06,4253.0000,3259.0000
2010-01-07,3824.0000,3149.0000
2010-01-08,3733.0000,3140.0000
2010-01-11,3718.0000,3148.0000
2010-01-12,3759.0000,3160.0000
2010-01-13,3865.0000,3175.0000
2010-01-14,4142.0000,3235.0000
2010-01-15,4375.0000,3299.0000
2010-01-18,4411.0000,3295.0000
2010-01-19,4174.0000,3208.0000
2010-01-20,4059.0000,3158.0000
2010-01-21,4095.0000,3170.0000
2010-01-22,4161.0000,3204.0000
2010-01-25,4204.0000,3223.0000
2010-01-26,4193.0000,3205.0000
2010-01-27,4019.0000,3118.0000
2010-01-28,3706.0000,2963.0000
2010-01-29,3494.0000,2848.0000
2010-02-01,3317.0000,2745.0000
2010-02-02,3302.0000,2691.0000
2010-02-03,3309.0000,2673.0000
2010-02-04,3371.0000,2685.0000
2010-02-05,3474.0000,2715.0000
2010-02-08,3515.0000,2722.0000
2010-02-09,3486.0000,2706.0000
2010-02-10,3310.0000,2630.0000
2010-02-11,3224.0000,2575.0000
2010-02-12,3259.0000,2571.0000
2010-02-15,3270.0000,2566.0000
2010-02-16,3380.0000,2598.0000
2010-02-17,3523.0000,2661.0000
2010-02-18,3570.0000,2704.0000
2010-02-19,3517.0000,2714.0000
2010-02-22,3476.0000,2721.0000
2010-02-23,3392.0000,2724.0000
2010-02-24,3278.0000,2707.0000
2010-02-25,3196.0000,2711.0000
2010-02-26,3174.0000,2738.0000
2010-03-01,3163.0000,2760.0000
2010-03-02,3172.0000,2792.0000
2010-03-03,3344.0000,2911.0000
2010-03-04,3721.0000,3121.0000
2010-03-05,3923.0000,3242.0000
2010-03-08,3877.0000,3259.0000
2010-03-09,3679.0000,3210.0000
2010-03-10,3723.0000,3230.0000
2010-03-11,3894.0000,3316.0000
2010-03-12,4328.0000,3506.0000
2010-03-15,4411.0000,3574.0000
2010-03-16,4056.0000,3498.0000
2010-03-17,3780.0000,3427.0000
2010-03-18,3613.0000,3396.0000
2010-03-19,3522.0000,3379.0000
2010-03-22,3390.0000,3337.0000
2010-03-23,3282.0000,3280.0000
2010-03-24,3259.0000,3243.0000
2010-03-25,3248.0000,3177.0000
2010-03-26,3244.0000,3098.0000
2010-03-29,3245.0000,3021.0000
2010-03-30,3301.0000,2982.0000
2010-03-31,3425.0000,2998.0000
2010-04-01,3429.0000,2991.0000
2010-04-02,,2991.0000
2010-04-06,3377.0000,2981.0000
2010-04-07,3233.0000,2947.0000
2010-04-08,3073.0000,2922.0000
2010-04-09,2984.0000,2913.0000
2010-04-12,2941.0000,2911.0000
2010-04-13,2945.0000,2928.0000
2010-04-14,3001.0000,2966.0000
2010-04-15,3048.0000,3001.0000
2010-04-16,3071.0000,3009.0000
2010-04-19,3059.0000,3002.0000
2010-04-20,3083.0000,2998.0000
2010-04-21,3176.0000,3009.0000
2010-04-22,3200.0000,3006.0000
2010-04-23,3238.0000,3013.0000
2010-04-26,3277.0000,3020.0000
2010-04-27,3698.0000,3203.0000
2010-04-28,3947.0000,3329.0000
2010-04-29,3998.0000,3359.0000
2010-04-30,3936.0000,3354.0000
2010-05-04,3892.0000,3352.0000
2010-05-05,3917.0000,3379.0000
2010-05-06,4041.0000,3468.0000
2010-05-07,4348.0000,3608.0000
2010-05-10,4551.0000,3707.0000
2010-05-11,4804.0000,3822.0000
2010-05-12,4878.0000,3888.0000
2010-05-13,4861.0000,3914.0000
2010-05-14,4804.0000,3929.0000
2010-05-17,4711.0000,3922.0000
2010-05-18,4513.0000,3882.0000
2010-05-19,4300.0000,3832.0000
2010-05-20,4192.0000,3803.0000
2010-05-21,4317.0000,3844.0000
2010-05-24,4625.0000,3943.0000
2010-05-25,5262.0000,4187.0000
2010-05-26,5357.0000,4209.0000
2010-05-27,5304.0000,4156.0000
2010-05-28,5217.0000,4078.0000
2010-06-01,5402.0000,4074.0000
2010-06-02,5455.0000,4041.0000
2010-06-03,5275.0000,3933.0000
2010-06-04,5110.0000,3844.0000
2010-06-07,4884.0000,3733.0000
2010-06-08,4553.0000,3579.0000
2010-06-09,4519.0000,3514.0000
2010-06-10,4446.0000,3423.0000
2010-06-11,4276.0000,3288.0000
2010-06-14,3905.0000,3115.0000
2010-06-15,3739.0000,3020.0000
2010-06-16,3488.0000,2893.0000
2010-06-17,3317.0000,2784.0000
2010-06-18,3134.0000,2694.0000
2010-06-21,2920.0000,2601.0000
2010-06-22,2770.0000,2547.0000
2010-06-23,2698.0000,2515.0000
2010-06-24,2695.0000,2502.0000
2010-06-25,2717.0000,2501.0000
2010-06-28,2716.0000,2482.0000
2010-06-29,2713.0000,2447.0000
2010-06-30,2711.0000,2406.0000
2010-07-01,2658.0000,2351.0000
2010-07-02,2627.0000,2280.0000
2010-07-05,2578.0000,2216.0000
2010-07-06,2468.0000,2127.0000
2010-07-07,2291.0000,2018.0000
2010-07-08,2159.0000,1940.0000
2010-07-09,2102.0000,1902.0000
2010-07-12,1949.0000,1840.0000
2010-07-13,1839.0000,1790.0000
2010-07-14,1653.0000,1709.0000
2010-07-15,1640.0000,1700.0000
2010-07-16,1676.0000,1720.0000
2010-07-19,1698.0000,1732.0000
2010-07-20,1757.0000,1761.0000
2010-07-21,1752.0000,1781.0000
2010-07-22,1718.0000,1801.0000
2010-07-23,1708.0000,1826.0000
2010-07-26,1698.0000,1841.0000
2010-07-27,1747.0000,1869.0000
2010-07-28,1801.0000,1901.0000
2010-07-29,1886.0000,1942.0000
2010-07-30,1922.0000,1967.0000
2010-08-02,1922.0000,1977.0000
2010-08-03,1892.0000,1964.0000
2010-08-04,1939.0000,1957.0000
2010-08-05,2029.0000,1978.0000
2010-08-06,2194.0000,2030.0000
2010-08-09,2485.0000,2114.0000
2010-08-10,2724.0000,2212.0000
2010-08-11,3152.0000,2378.0000
2010-08-12,3212.0000,2437.0000
2010-08-13,3210.0000,2468.0000
2010-08-16,3194.0000,2488.0000
2010-08-17,3207.0000,2515.0000
2010-08-18,3225.0000,2558.0000
2010-08-19,3363.0000,2644.0000
2010-08-20,3578.0000,2756.0000
2010-08-23,3777.0000,2841.0000
2010-08-24,3795.0000,2861.0000
2010-08-25,3503.0000,2773.0000
2010-08-26,3362.0000,2703.0000
2010-08-27,3449.0000,2712.0000
2010-08-31,3516.0000,2713.0000
2010-09-01,3643.0000,2741.0000
2010-09-02,3900.0000,2835.0000
2010-09-03,3937.0000,2876.0000
2010-09-07,3901.0000,2918.0000
2010-09-08,4024.0000,2975.0000
2010-09-09,4017.0000,2988.0000
2010-09-10,4019.0000,2995.0000
2010-09-13,3991.0000,2976.0000
2010-09-14,3933.0000,2940.0000
2010-09-15,3748.0000,2840.0000
2010-09-16,3594.0000,2737.0000
2010-09-17,3481.0000,2676.0000
2010-09-20,3389.0000,2628.0000
2010-09-21,3248.0000,2562.0000
2010-09-22,3108.0000,2486.0000
2010-09-23,3104.0000,2461.0000
2010-09-24,3121.0000,2444.0000
2010-09-27,3197.0000,2451.0000
2010-09-28,3431.0000,2504.0000
2010-09-29,3393.0000,2468.0000
2010-09-30,3370.0000,2446.0000
2010-10-01,3419.0000,2452.0000
2010-10-04,3509.0000,2478.0000
2010-10-05,3786.0000,2569.0000
2010-10-06,3976.0000,2639.0000
2010-10-07,4019.0000,2662.0000
2010-10-08,4076.0000,2696.0000
2010-10-11,4055.0000,2695.0000
2010-10-12,4098.0000,2719.0000
2010-10-13,4173.0000,2748.0000
2010-10-14,4301.0000,2769.0000
2010-10-15,4345.0000,2762.0000
2010-10-18,4363.0000,2756.0000
2010-10-19,4366.0000,2744.0000
2010-10-20,4363.0000,2729.0000
2010-10-21,4356.0000,2720.0000
2010-10-22,4373.0000,2727.0000
2010-10-25,4407.0000,2748.0000
2010-10-26,4448.0000,2778.0000
2010-10-27,4461.0000,2784.0000
2010-10-28,4272.0000,2707.0000
2010-10-29,4262.0000,2678.0000
2010-11-01,4231.0000,2648.0000
2010-11-02,4165.0000,2600.0000
2010-11-03,4060.0000,2542.0000
2010-11-04,4011.0000,2510.0000
2010-11-05,3994.0000,2495.0000
2010-11-08,3984.0000,2482.0000
2010-11-09,3938.0000,2467.0000
2010-11-10,3882.0000,2454.0000
2010-11-11,3695.0000,2366.0000
2010-11-12,3612.0000,2313.0000
2010-11-15,3530.0000,2261.0000
2010-11-16,3490.0000,2219.0000
2010-11-17,3492.0000,2188.0000
2010-11-18,3496.0000,2164.0000
2010-11-22,3585.0000,2179.0000
2010-11-23,3593.0000,2199.0000
2010-11-24,3539.0000,2213.0000
2010-11-25,3381.0000,2200.0000
2010-11-26,3233.0000,2170.0000
2010-11-29,3095.0000,2145.0000
2010-11-30,2910.0000,2099.0000
2010-12-01,2869.0000,2096.0000
2010-12-02,2919.0000,2133.0000
2010-12-03,2983.0000,2168.0000
2010-12-06,2987.0000,2179.0000
2010-12-07,2929.0000,2173.0000
2010-12-08,2832.0000,2144.0000
2010-12-09,2731.0000,2111.0000
2010-12-10,2694.0000,2095.0000
2010-12-13,2663.0000,2076.0000
2010-12-14,2676.0000,2069.0000
2010-12-15,2687.0000,2047.0000
2010-12-16,2709.0000,2028.0000
2010-12-17,2723.0000,1999.0000
2010-12-20,2671.0000,1955.0000
2010-12-21,2557.0000,1886.0000
2010-12-22,2440.0000,1373.0000
2010-12-23,,1795.0000
2010-12-24,2346.0000,1773.0000
2010-12-31,,1733.0000
2011-01-04,2285.0000,1693.0000
2011-01-05,2137.0000,1621.0000
2011-01-06,1963.0000,1544.0000
2011-01-07,1865.0000,1519.0000
2011-01-10,1788.0000,1495.0000
2011-01-11,1719.0000,1480.0000
2011-01-12,1637.0000,1453.0000
2011-01-13,1608.0000,1438.0000
2011-01-14,1595.0000,1439.0000
2011-01-18,1586.0000,1432.0000
2011-01-19,1572.0000,1411.0000
2011-01-20,1566.0000,1393.0000
2011-01-21,1556.0000,1370.0000
2011-01-24,1541.0000,1345.0000
2011-01-25,1494.0000,1292.0000
2011-01-26,1447.0000,1234.0000
2011-01-27,1403.0000,1186.0000
2011-01-28,1368.0000,1137.0000
2011-01-31,1351.0000,1107.0000
2011-02-01,1337.0000,1084.0000
2011-02-02,1321.0000,1064.0000
2011-02-03,1298.0000,1045.0000
2011-02-04,1299.0000,1043.0000
2011-02-07,1281.0000,1045.0000
2011-02-08,1289.0000,1064.0000
2011-02-09,1334.0000,1092.0000
2011-02-10,1411.0000,1136.0000
2011-02-11,1475.0000,1178.0000
2011-02-14,1494.0000,1206.0000
2011-02-15,1488.0000,1236.0000
2011-02-16,1477.0000,1271.0000
2011-02-17,1455.0000,1292.0000
2011-02-18,1442.0000,1301.0000
2011-02-22,1390.0000,1279.0000
2011-02-23,1345.0000,1253.0000
2011-02-24,1319.0000,1242.0000
2011-02-25,1315.0000,1245.0000
2011-02-28,1310.0000,1251.0000
2011-03-01,1314.0000,1262.0000
2011-03-02,1337.0000,1281.0000
2011-03-03,1390.0000,1317.0000
2011-03-04,1427.0000,1346.0000
2011-03-07,1507.0000,1382.0000
2011-03-08,1595.0000,1424.0000
2011-03-09,1699.0000,1472.0000
2011-03-10,1856.0000,1538.0000
2011-03-11,1891.0000,1562.0000
2011-03-14,1865.0000,1559.0000
2011-03-15,1811.0000,1548.0000
2011-03-16,1744.0000,1538.0000
2011-03-17,1702.0000,1533.0000
2011-03-18,1687.0000,1531.0000
2011-03-21,1679.0000,1531.0000
2011-03-22,1701.0000,1543.0000
2011-03-23,1754.0000,1565.0000
2011-03-24,1798.0000,1583.0000
2011-03-25,1805.0000,1585.0000
2011-03-28,1807.0000,1585.0000
2011-03-29,,1572.0000
2011-03-30,1756.0000,1545.0000
2011-03-31,1768.0000,1530.0000
2011-04-01,1792.0000,1520.0000
2011-04-04,1779.0000,1498.0000
2011-04-05,1728.0000,1462.0000
2011-04-06,1674.0000,1430.0000
2011-04-07,1638.0000,1401.0000
2011-04-08,1612.0000,1376.0000
2011-04-11,1590.0000,1359.0000
2011-04-12,1576.0000,1342.0000
2011-04-13,1570.0000,1324.0000
2011-04-14,1573.0000,1309.0000
2011-04-15,1564.0000,1296.0000
2011-04-18,1552.0000,1284.0000
2011-04-19,1538.0000,1271.0000
2011-04-20,1540.0000,1262.0000
2011-04-21,1540.0000,1254.0000
2011-04-22,,1254.0000
2011-04-25,,1254.0000
2011-04-26,1546.0000,1250.0000
2011-04-27,1566.0000,1259.0000
2011-04-28,1564.0000,1269.0000
2011-04-29,,1269.0000
2011-05-03,1572.0000,1292.0000
2011-05-04,1560.0000,1302.0000
2011-05-05,1542.0000,1314.0000
2011-05-06,1566.0000,1340.0000
2011-05-09,1557.0000,1348.0000
2011-05-10,1529.0000,1344.0000
2011-05-11,1509.0000,1334.0000
2011-05-12,1498.0000,1320.0000
2011-05-13,1494.0000,1306.0000
2011-05-16,1475.0000,1291.0000
2011-05-17,1457.0000,1274.0000
2011-05-18,1459.0000,1271.0000
2011-05-19,1604.0000,1329.0000
2011-05-20,1633.0000,1349.0000
2011-05-23,1651.0000,1369.0000
2011-05-24,1690.0000,1398.0000
2011-05-25,1759.0000,1446.0000
2011-05-26,1794.0000,1467.0000
2011-05-27,1821.0000,1474.0000
2011-05-30,,1474.0000
2011-05-31,1874.0000,1480.0000
2011-06-01,1912.0000,1485.0000
2011-06-02,1934.0000,1489.0000
2011-06-03,1939.0000,1489.0000
2011-06-06,1933.0000,1484.0000
2011-06-07,1860.0000,1456.0000
2011-06-08,1801.0000,1434.0000
2011-06-09,1767.0000,1428.0000
2011-06-10,1735.0000,1418.0000
2011-06-13,1732.0000,1412.0000
2011-06-14,1694.0000,1400.0000
2011-06-15,1716.0000,1405.0000
2011-06-16,1796.0000,1424.0000
2011-06-17,1824.0000,1423.0000
2011-06-20,1836.0000,1418.0000
2011-06-21,1835.0000,1409.0000
2011-06-22,1859.0000,1406.0000
2011-06-23,1905.0000,1414.0000
2011-06-24,1974.0000,1424.0000
2011-06-27,2053.0000,1442.0000
2011-06-28,2082.0000,1438.0000
2011-06-29,2048.0000,1420.0000
2011-06-30,2036.0000,1413.0000
2011-07-01,2045.0000,1422.0000
2011-07-04,2052.0000,1419.0000
2011-07-05,2082.0000,1428.0000
2011-07-06,2116.0000,1443.0000
2011-07-07,2126.0000,1453.0000
2011-07-08,2115.0000,1449.0000
2011-07-11,2084.0000,1437.0000
2011-07-12,2022.0000,1411.0000
2011-07-13,1965.0000,1383.0000
2011-07-14,1943.0000,1367.0000
2011-07-15,1918.0000,1353.0000
2011-07-18,1900.0000,1340.0000
2011-07-19,1884.0000,1330.0000
2011-07-20,1866.0000,1328.0000
2011-07-21,1851.0000,1325.0000
2011-07-22,1841.0000,1323.0000
2011-07-25,1827.0000,1317.0000
2011-07-26,1816.0000,1310.0000
2011-07-27,1800.0000,1296.0000
2011-07-28,1767.0000,1278.0000
2011-07-29,1749.0000,1264.0000
2011-08-01,1738.0000,1256.0000
2011-08-02,1749.0000,1253.0000
2011-08-03,1775.0000,1260.0000
2011-08-04,1807.0000,1268.0000
2011-08-05,1804.0000,1268.0000
2011-08-08,1793.0000,1264.0000
2011-08-09,1783.0000,1257.0000
2011-08-10,1810.0000,1265.0000
2011-08-11,1836.0000,1277.0000
2011-08-12,1851.0000,1287.0000
2011-08-15,1870.0000,1306.0000
2011-08-16,1951.0000,1344.0000
2011-08-17,2015.0000,1371.0000
2011-08-18,2124.0000,1414.0000
2011-08-19,2220.0000,1462.0000
2011-08-22,2324.0000,1515.0000
2011-08-23,2446.0000,1565.0000
2011-08-24,2556.0000,1602.0000
2011-08-25,2466.0000,1582.0000
2011-08-26,2346.0000,1541.0000
2011-08-29,,1541.0000
2011-08-30,2333.0000,1537.0000
2011-08-31,2598.0000,1619.0000
2011-09-01,2807.0000,1682.0000
2011-09-02,2975.0000,1740.0000
2011-09-05,2995.0000,1750.0000
2011-09-06,3010.0000,1767.0000
2011-09-07,2938.0000,1744.0000
2011-09-08,3048.0000,1782.0000
2011-09-09,3185.0000,1838.0000
2011-09-12,3270.0000,1876.0000
2011-09-13,3309.0000,1901.0000
2011-09-14,3342.0000,1927.0000
2011-09-15,3267.0000,1907.0000
2011-09-16,3008.0000,1814.0000
2011-09-19,2847.0000,1764.0000
2011-09-20,2942.0000,1795.0000
2011-09-21,3012.0000,1811.0000
2011-09-22,3244.0000,1884.0000
2011-09-23,3335.0000,1920.0000
2011-09-26,3344.0000,1928.0000
2011-09-27,3318.0000,1927.0000
2011-09-28,3268.0000,1920.0000
2011-09-29,3207.0000,1913.0000
2011-09-30,3136.0000,1899.0000
2011-10-03,3063.0000,1886.0000
2011-10-04,3021.0000,1885.0000
2011-10-05,3043.0000,1908.0000
2011-10-06,3162.0000,1967.0000
2011-10-07,3218.0000,2000.0000
2011-10-10,3275.0000,2032.0000
2011-10-11,3474.0000,2106.0000
2011-10-12,3486.0000,2127.0000
2011-10-13,3546.0000,2155.0000
2011-10-14,3587.0000,2173.0000
2011-10-17,3539.0000,2160.0000
2011-10-18,3451.0000,2136.0000
2011-10-19,3473.0000,2140.0000
2011-10-20,3565.0000,2161.0000
2011-10-21,3566.0000,2153.0000
2011-10-24,3597.0000,2153.0000
2011-10-25,3638.0000,2161.0000
2011-10-26,3612.0000,2145.0000
2011-10-27,3481.0000,2091.0000
2011-10-28,3274.0000,2018.0000
2011-10-31,3132.0000,1965.0000
2011-11-01,3003.0000,1912.0000
2011-11-02,2906.0000,1859.0000
2011-11-03,2829.0000,1817.0000
2011-11-04,2788.0000,1784.0000
2011-11-07,2779.0000,1766.0000
2011-11-08,2823.0000,1759.0000
2011-11-09,2993.0000,1802.0000
2011-11-10,3162.0000,1840.0000
2011-11-11,3150.0000,1835.0000
2011-11-14,3081.0000,1818.0000
2011-11-15,3108.0000,1846.0000
2011-11-16,3223.0000,1884.0000
2011-11-17,3258.0000,1898.0000
2011-11-18,3235.0000,1895.0000
2011-11-21,3188.0000,1874.0000
2011-11-22,3146.0000,1854.0000
2011-11-23,3083.0000,1830.0000
2011-11-24,3042.0000,1814.0000
2011-11-25,3049.0000,1807.0000
2011-11-28,3083.0000,1809.0000
2011-11-29,3198.0000,1828.0000
2011-11-30,3298.0000,1846.0000
2011-12-01,3386.0000,1862.0000
2011-12-02,3409.0000,1866.0000
2011-12-05,3390.0000,1856.0000
2011-12-06,3387.0000,1848.0000
2011-12-07,3405.0000,1849.0000
2011-12-08,3405.0000,1849.0000
2011-12-09,3697.0000,1922.0000
2011-12-12,3725.0000,1930.0000
2011-12-13,3695.0000,1922.0000
2011-12-14,3652.0000,1912.0000
2011-12-15,3571.0000,1889.0000
2011-12-16,3572.0000,1888.0000
2011-12-19,3571.0000,1885.0000
2011-12-20,3565.0000,1878.0000
2011-12-21,3526.0000,1856.0000
2011-12-22,3406.0000,1787.0000
2011-12-23,3287.0000,1738.0000
2011-12-26,,1738.0000
2011-12-27,,1738.0000
2011-12-28,,1738.0000
2011-12-29,,1738.0000
2011-12-30,,1738.0000
2012-01-03,2955.0000,1624.0000
2012-01-04,2768.0000,1552.0000
2012-01-05,2471.0000,1426.0000
2012-01-06,2304.0000,1347.0000
2012-01-09,2229.0000,1308.0000
2012-01-10,2115.0000,1258.0000
2012-01-11,1992.0000,1193.0000
2012-01-12,1798.0000,1105.0000
2012-01-13,1723.0000,1053.0000
2012-01-16,1681.0000,1013.0000
2012-01-17,1631.0000,974.0000
2012-01-18,1583.0000,926.0000
2012-01-19,1559.0000,893.0000
2012-01-20,1554.0000,862.0000
2012-01-23,1547.0000,841.0000
2012-01-24,1512.0000,807.0000
2012-01-25,1497.0000,784.0000
2012-01-26,1477.0000,753.0000
2012-01-27,1465.0000,726.0000
2012-01-30,1456.0000,702.0000
2012-01-31,1447.0000,680.0000
2012-02-01,1446.0000,662.0000
2012-02-02,1445.0000,651.0000
2012-02-03,1436.0000,647.0000
2012-02-06,1438.0000,648.0000
2012-02-07,1444.0000,660.0000
2012-02-08,1448.0000,676.0000
2012-02-09,1456.0000,695.0000
2012-02-10,1457.0000,715.0000
2012-02-13,1463.0000,729.0000
2012-02-14,1468.0000,734.0000
2012-02-15,1466.0000,731.0000
